id,accountId,adgroupId,campaignId,clicks,day,impressions,keywordId
85,3,19,6,0,2018-09-24,8,16
86,3,19,6,0,2018-09-24,5,20
87,3,19,6,0,2018-09-24,13,22
88,3,19,6,0,2018-09-24,1,23
89,3,20,6,0,2018-09-24,12,2
90,3,20,6,0,2018-09-24,1,3
91,3,20,6,0,2018-09-24,8,7
92,3,21,6,0,2018-09-24,3,2
93,3,23,6,0,2018-09-24,16,2
94,3,23,6,0,2018-09-24,5,7
95,3,23,6,0,2018-09-24,12,12
96,3,23,6,0,2018-09-24,12,14
97,3,23,6,0,2018-09-24,7,20
98,3,23,6,0,2018-09-24,3,21
99,3,24,7,0,2018-09-24,4,1
100,3,24,7,0,2018-09-24,7,3
101,3,24,7,0,2018-09-24,4,4
102,3,24,7,0,2018-09-24,6,7
103,3,24,7,0,2018-09-24,11,18
104,3,24,7,0,2018-09-24,16,21
105,3,25,7,0,2018-09-24,10,9
106,3,25,7,0,2018-09-24,13,10
107,3,26,7,0,2018-09-24,16,5
108,3,26,7,0,2018-09-24,16,7
109,3,26,7,0,2018-09-24,7,9
110,3,26,7,0,2018-09-24,10,11
111,3,26,7,0,2018-09-24,13,16
112,3,26,7,0,2018-09-24,14,18
113,3,27,7,0,2018-09-24,17,3
114,3,28,8,0,2018-09-24,12,2
115,3,28,8,0,2018-09-24,16,4
116,3,28,8,0,2018-09-24,4,5
117,3,28,8,0,2018-09-24,6,12
118,3,28,8,0,2018-09-24,18,13
119,3,29,8,0,2018-09-24,3,2
120,3,29,8,0,2018-09-24,2,7
121,3,30,8,0,2018-09-24,18,1
122,3,30,8,0,2018-09-24,17,4
123,3,30,8,0,2018-09-24,5,6
124,3,30,8,0,2018-09-24,16,11
125,3,30,8,0,2018-09-24,8,12
126,3,30,8,0,2018-09-24,2,13
127,3,30,8,0,2018-09-24,12,14
128,3,31,8,0,2018-09-24,18,3
129,3,31,8,0,2018-09-24,3,4
130,3,32,8,0,2018-09-24,3,3
131,3,32,8,0,2018-09-24,5,4
132,3,32,8,0,2018-09-24,18,12
133,3,32,8,0,2018-09-24,16,13
134,3,32,8,0,2018-09-24,8,14
135,3,33,8,0,2018-09-24,13,1
136,4,35,9,0,2018-09-24,4,2
137,4,35,9,0,2018-09-24,6,3
138,4,35,9,0,2018-09-24,12,5
139,4,35,9,0,2018-09-24,18,6
140,4,35,9,0,2018-09-24,11,10
141,4,35,9,0,2018-09-24,16,11
142,4,35,9,0,2018-09-24,15,12
143,4,35,9,0,2018-09-24,16,13
144,4,35,9,0,2018-09-24,6,14
145,4,35,9,0,2018-09-24,11,15
146,4,36,9,0,2018-09-24,14,4
147,4,36,9,0,2018-09-24,5,6
148,4,36,9,0,2018-09-24,2,10
149,4,36,9,0,2018-09-24,10,13
150,4,36,9,0,2018-09-24,10,15
151,4,36,9,0,2018-09-24,12,16
152,4,36,9,0,2018-09-24,4,17
153,4,36,9,0,2018-09-24,11,20
154,4,36,9,0,2018-09-24,3,21
155,4,36,9,0,2018-09-24,10,25
156,4,37,9,0,2018-09-24,10,1
157,5,38,10,0,2018-09-24,5,2
158,5,38,10,0,2018-09-24,2,3
159,5,38,10,0,2018-09-24,9,6
160,5,38,10,0,2018-09-24,2,18
161,5,39,10,0,2018-09-24,5,3
162,5,39,10,0,2018-09-24,4,8
163,5,39,10,0,2018-09-24,2,10
164,5,39,10,0,2018-09-24,10,13
165,5,39,10,0,2018-09-24,15,15
166,5,39,10,0,2018-09-24,14,17
167,5,39,10,0,2018-09-24,12,19
168,5,40,10,0,2018-09-24,18,2
169,5,40,10,0,2018-09-24,8,3
170,5,40,10,0,2018-09-24,13,4
171,5,41,10,0,2018-09-24,7,3
172,5,41,10,0,2018-09-24,11,4
173,5,42,10,0,2018-09-24,2,5
174,5,42,10,0,2018-09-24,5,7
175,5,42,10,0,2018-09-24,3,8
176,5,42,10,0,2018-09-24,16,11
177,5,42,10,0,2018-09-24,9,13
178,5,42,10,0,2018-09-24,16,14
179,5,42,10,0,2018-09-24,10,16
180,1,2,1,0,2018-09-25,3,1
181,1,2,1,0,2018-09-25,18,5
182,1,2,1,0,2018-09-25,13,6
183,1,2,1,0,2018-09-25,4,7
184,1,2,1,0,2018-09-25,17,11
185,1,2,1,0,2018-09-25,3,12
186,1,2,1,0,2018-09-25,12,14
187,1,2,1,0,2018-09-25,2,15
188,1,2,1,0,2018-09-25,4,18
189,1,3,1,0,2018-09-25,8,1
190,1,3,1,0,2018-09-25,15,4
191,1,3,1,0,2018-09-25,14,7
192,1,3,1,0,2018-09-25,3,8
193,1,3,1,0,2018-09-25,17,12
194,1,3,1,0,2018-09-25,14,14
195,1,3,1,0,2018-09-25,14,15
196,1,3,1,0,2018-09-25,3,17
197,1,4,1,0,2018-09-25,18,3
198,1,4,1,0,2018-09-25,14,4
199,1,4,1,0,2018-09-25,5,7
200,1,4,1,0,2018-09-25,13,11
201,1,4,1,0,2018-09-25,3,16
202,1,5,1,0,2018-09-25,2,4
203,1,5,1,0,2018-09-25,17,6
204,1,5,1,0,2018-09-25,9,10
205,1,5,1,0,2018-09-25,11,13
206,1,5,1,0,2018-09-25,18,14
207,1,6,2,0,2018-09-25,15,1
208,1,6,2,0,2018-09-25,3,2
209,1,6,2,0,2018-09-25,10,3
210,1,6,2,0,2018-09-25,12,17
211,1,6,2,0,2018-09-25,13,18
212,1,6,2,0,2018-09-25,10,20
213,1,6,2,0,2018-09-25,8,21
214,1,7,2,0,2018-09-25,8,2
215,1,7,2,0,2018-09-25,7,3
216,1,7,2,0,2018-09-25,7,6
217,1,7,2,0,2018-09-25,7,8
218,1,8,2,0,2018-09-25,3,4
219,1,8,2,0,2018-09-25,7,5
220,1,8,2,0,2018-09-25,11,6
221,2,9,3,0,2018-09-25,17,6
222,2,9,3,0,2018-09-25,11,10
223,2,9,3,0,2018-09-25,14,11
224,2,9,3,0,2018-09-25,12,13
225,2,9,3,0,2018-09-25,12,16
226,2,9,3,0,2018-09-25,1,20
227,2,9,3,0,2018-09-25,14,21
228,2,9,3,0,2018-09-25,15,22
229,2,9,3,0,2018-09-25,2,24
230,2,9,3,0,2018-09-25,17,25
231,2,10,3,0,2018-09-25,3,1
232,2,10,3,0,2018-09-25,10,6
233,2,12,4,0,2018-09-25,16,1
234,2,12,4,0,2018-09-25,3,2
235,2,12,4,0,2018-09-25,1,3
236,2,12,4,0,2018-09-25,8,4
237,2,12,4,0,2018-09-25,9,10
238,2,12,4,0,2018-09-25,8,16
239,2,13,4,0,2018-09-25,4,7
240,2,13,4,0,2018-09-25,17,8
241,2,13,4,0,2018-09-25,9,10
242,2,13,4,0,2018-09-25,10,11
243,2,13,4,0,2018-09-25,18,13
244,2,14,4,0,2018-09-25,6,4
245,2,14,4,0,2018-09-25,5,7
246,2,14,4,0,2018-09-25,12,22
247,2,14,4,0,2018-09-25,7,23
248,2,15,4,0,2018-09-25,12,1
249,2,15,4,0,2018-09-25,13,2
250,2,16,4,0,2018-09-25,4,1
251,2,16,4,0,2018-09-25,14,2
252,2,16,4,0,2018-09-25,4,3
253,2,16,4,0,2018-09-25,13,4
254,2,16,4,0,2018-09-25,1,6
255,2,17,4,0,2018-09-25,7,4
256,2,17,4,0,2018-09-25,8,8
257,2,17,4,0,2018-09-25,16,13
258,2,17,4,0,2018-09-25,3,15
259,2,18,5,0,2018-09-25,16,3
260,2,18,5,0,2018-09-25,18,6
261,2,18,5,0,2018-09-25,13,7
262,2,18,5,0,2018-09-25,15,12
263,2,18,5,0,2018-09-25,18,16
264,2,18,5,0,2018-09-25,14,17
265,2,18,5,0,2018-09-25,5,19
266,2,18,5,0,2018-09-25,11,23
267,3,19,6,0,2018-09-25,15,2
268,3,19,6,0,2018-09-25,10,5
269,3,19,6,0,2018-09-25,12,7
270,3,19,6,0,2018-09-25,9,9
271,3,19,6,0,2018-09-25,2,10
272,3,19,6,0,2018-09-25,10,16
273,3,19,6,0,2018-09-25,8,18
274,3,19,6,0,2018-09-25,17,19
275,3,19,6,0,2018-09-25,8,20
276,3,19,6,0,2018-09-25,10,22
277,3,19,6,0,2018-09-25,16,23
278,3,20,6,0,2018-09-25,14,8
279,3,21,6,0,2018-09-25,18,2
280,3,23,6,0,2018-09-25,6,3
281,3,23,6,0,2018-09-25,2,10
282,3,23,6,0,2018-09-25,16,14
283,3,23,6,0,2018-09-25,17,19
284,3,23,6,0,2018-09-25,6,21
285,3,24,7,0,2018-09-25,12,2
286,3,24,7,0,2018-09-25,4,5
287,3,24,7,0,2018-09-25,10,11
288,3,24,7,0,2018-09-25,15,15
289,3,24,7,0,2018-09-25,7,16
290,3,24,7,0,2018-09-25,18,22
291,3,24,7,0,2018-09-25,6,23
292,3,25,7,0,2018-09-25,9,1
293,3,25,7,0,2018-09-25,6,3
294,3,25,7,0,2018-09-25,17,4
295,3,25,7,0,2018-09-25,16,5
296,3,26,7,0,2018-09-25,6,1
297,3,26,7,0,2018-09-25,18,4
298,3,26,7,0,2018-09-25,5,5
299,3,26,7,0,2018-09-25,9,10
300,3,26,7,0,2018-09-25,6,14
301,3,26,7,0,2018-09-25,4,17
302,3,27,7,0,2018-09-25,7,2
303,3,28,8,0,2018-09-25,4,3
304,3,28,8,0,2018-09-25,17,6
305,3,28,8,0,2018-09-25,3,10
306,3,29,8,0,2018-09-25,10,5
307,3,30,8,0,2018-09-25,10,1
308,3,30,8,0,2018-09-25,13,3
309,3,30,8,0,2018-09-25,14,6
310,3,30,8,0,2018-09-25,17,8
311,3,30,8,0,2018-09-25,10,13
312,3,31,8,0,2018-09-25,17,1
313,3,32,8,0,2018-09-25,3,3
314,3,32,8,0,2018-09-25,8,6
315,3,32,8,0,2018-09-25,13,12
316,3,32,8,0,2018-09-25,8,14
317,3,32,8,0,2018-09-25,17,16
318,3,32,8,0,2018-09-25,18,19
319,3,33,8,0,2018-09-25,16,1
320,4,35,9,0,2018-09-25,9,2
321,4,35,9,0,2018-09-25,15,5
322,4,35,9,0,2018-09-25,10,9
323,4,35,9,0,2018-09-25,15,10
324,4,35,9,0,2018-09-25,4,13
325,4,36,9,0,2018-09-25,8,2
326,4,36,9,0,2018-09-25,13,11
327,4,36,9,0,2018-09-25,12,13
328,4,36,9,0,2018-09-25,5,15
329,4,36,9,0,2018-09-25,15,24
330,4,37,9,0,2018-09-25,8,1
331,4,37,9,0,2018-09-25,10,5
332,5,38,10,0,2018-09-25,2,3
333,5,38,10,0,2018-09-25,1,5
334,5,38,10,0,2018-09-25,14,7
335,5,38,10,0,2018-09-25,13,10
336,5,38,10,0,2018-09-25,17,12
337,5,38,10,0,2018-09-25,2,16
338,5,39,10,0,2018-09-25,16,3
339,5,39,10,0,2018-09-25,5,4
340,5,39,10,0,2018-09-25,9,5
341,5,39,10,0,2018-09-25,14,10
342,5,39,10,0,2018-09-25,17,12
343,5,39,10,0,2018-09-25,14,13
344,5,39,10,0,2018-09-25,6,14
345,5,39,10,0,2018-09-25,10,16
346,5,39,10,0,2018-09-25,17,18
347,5,39,10,0,2018-09-25,16,19
348,5,39,10,0,2018-09-25,5,21
349,5,39,10,0,2018-09-25,7,23
350,5,40,10,0,2018-09-25,16,1
351,5,41,10,0,2018-09-25,14,3
352,5,41,10,0,2018-09-25,8,6
353,5,41,10,0,2018-09-25,10,10
354,5,41,10,0,2018-09-25,5,12
355,5,41,10,0,2018-09-25,15,15
356,5,42,10,0,2018-09-25,14,5
357,5,42,10,0,2018-09-25,2,11
358,5,42,10,0,2018-09-25,18,15
359,5,42,10,0,2018-09-25,2,16
360,5,42,10,0,2018-09-25,14,18
361,5,42,10,0,2018-09-25,10,19
362,5,42,10,0,2018-09-25,5,20
363,1,2,1,0,2018-09-26,18,2
364,1,2,1,0,2018-09-26,15,3
365,1,2,1,0,2018-09-26,2,6
366,1,2,1,0,2018-09-26,13,10
367,1,2,1,0,2018-09-26,12,16
368,1,2,1,0,2018-09-26,4,18
369,1,2,1,0,2018-09-26,2,22
370,1,3,1,0,2018-09-26,17,3
371,1,3,1,0,2018-09-26,15,9
372,1,3,1,0,2018-09-26,8,14
373,1,3,1,0,2018-09-26,4,25
374,1,4,1,0,2018-09-26,4,2
375,1,4,1,0,2018-09-26,9,9
376,1,4,1,0,2018-09-26,12,13
377,1,4,1,0,2018-09-26,4,14
378,1,4,1,0,2018-09-26,6,17
379,1,4,1,0,2018-09-26,11,18
380,1,5,1,0,2018-09-26,5,4
381,1,5,1,0,2018-09-26,13,7
382,1,5,1,0,2018-09-26,8,9
383,1,5,1,0,2018-09-26,14,17
384,1,5,1,0,2018-09-26,18,21
385,1,6,2,0,2018-09-26,10,7
386,1,6,2,0,2018-09-26,3,9
387,1,6,2,0,2018-09-26,7,13
388,1,6,2,0,2018-09-26,17,15
389,1,6,2,0,2018-09-26,9,16
390,1,6,2,0,2018-09-26,2,18
391,1,6,2,0,2018-09-26,14,19
392,1,6,2,0,2018-09-26,4,21
393,1,7,2,0,2018-09-26,2,1
394,1,7,2,0,2018-09-26,3,6
395,1,7,2,0,2018-09-26,9,8
396,1,8,2,0,2018-09-26,14,2
397,1,8,2,0,2018-09-26,15,5
398,2,9,3,0,2018-09-26,11,2
399,2,9,3,0,2018-09-26,12,4
400,2,9,3,0,2018-09-26,2,6
401,2,9,3,0,2018-09-26,5,17
402,2,9,3,0,2018-09-26,4,18
403,2,9,3,0,2018-09-26,5,19
404,2,9,3,0,2018-09-26,7,25
405,2,10,3,0,2018-09-26,12,2
406,2,12,4,0,2018-09-26,13,1
407,2,12,4,0,2018-09-26,8,8
408,2,12,4,0,2018-09-26,3,12
409,2,12,4,0,2018-09-26,15,14
410,2,12,4,0,2018-09-26,13,18
411,2,13,4,0,2018-09-26,4,2
412,2,13,4,0,2018-09-26,4,6
413,2,13,4,0,2018-09-26,5,9
414,2,14,4,0,2018-09-26,2,22
415,2,16,4,0,2018-09-26,18,4
416,2,16,4,0,2018-09-26,12,5
417,2,16,4,0,2018-09-26,8,8
418,2,16,4,0,2018-09-26,3,11
419,2,17,4,0,2018-09-26,10,3
420,2,17,4,0,2018-09-26,12,13
421,2,18,5,0,2018-09-26,5,7
422,2,18,5,0,2018-09-26,18,10
423,2,18,5,0,2018-09-26,16,16
424,2,18,5,0,2018-09-26,2,19
425,2,18,5,0,2018-09-26,2,21
426,2,18,5,0,2018-09-26,17,23
427,3,19,6,0,2018-09-26,10,4
428,3,19,6,0,2018-09-26,5,5
429,3,19,6,0,2018-09-26,9,6
430,3,19,6,0,2018-09-26,12,17
431,3,19,6,0,2018-09-26,2,21
432,3,19,6,0,2018-09-26,4,23
433,3,19,6,0,2018-09-26,17,24
434,3,20,6,0,2018-09-26,11,3
435,3,20,6,0,2018-09-26,17,7
436,3,21,6,0,2018-09-26,4,2
437,3,23,6,0,2018-09-26,2,13
438,3,23,6,0,2018-09-26,13,20
439,3,23,6,0,2018-09-26,10,22
440,3,24,7,0,2018-09-26,17,1
441,3,24,7,0,2018-09-26,9,5
442,3,24,7,0,2018-09-26,4,7
443,3,24,7,0,2018-09-26,12,8
444,3,24,7,0,2018-09-26,14,10
445,3,24,7,0,2018-09-26,4,12
446,3,24,7,0,2018-09-26,15,13
447,3,24,7,0,2018-09-26,14,17
448,3,24,7,0,2018-09-26,6,20
449,3,24,7,0,2018-09-26,13,21
450,3,24,7,0,2018-09-26,18,23
451,3,24,7,0,2018-09-26,12,24
452,3,25,7,0,2018-09-26,13,1
453,3,25,7,0,2018-09-26,8,4
454,3,25,7,0,2018-09-26,17,5
455,3,25,7,0,2018-09-26,5,6
456,3,25,7,0,2018-09-26,10,7
457,3,25,7,0,2018-09-26,18,10
458,3,26,7,0,2018-09-26,3,2
459,3,26,7,0,2018-09-26,8,3
460,3,26,7,0,2018-09-26,13,6
461,3,26,7,0,2018-09-26,17,8
462,3,26,7,0,2018-09-26,14,11
463,3,26,7,0,2018-09-26,6,13
464,3,26,7,0,2018-09-26,12,14
465,3,26,7,0,2018-09-26,16,16
466,3,26,7,0,2018-09-26,2,19
467,3,27,7,0,2018-09-26,11,3
468,3,28,8,0,2018-09-26,9,3
469,3,28,8,0,2018-09-26,11,4
470,3,28,8,0,2018-09-26,15,6
471,3,28,8,0,2018-09-26,11,7
472,3,29,8,0,2018-09-26,6,2
473,3,30,8,0,2018-09-26,13,2
474,3,30,8,0,2018-09-26,13,5
475,3,30,8,0,2018-09-26,19,7
476,3,30,8,0,2018-09-26,16,14
477,3,31,8,0,2018-09-26,5,2
478,3,31,8,0,2018-09-26,14,3
479,3,32,8,0,2018-09-26,7,1
480,3,32,8,0,2018-09-26,3,4
481,3,32,8,0,2018-09-26,4,7
482,3,32,8,0,2018-09-26,5,15
483,3,33,8,0,2018-09-26,6,2
484,3,33,8,0,2018-09-26,11,3
485,4,35,9,0,2018-09-26,9,9
486,4,35,9,0,2018-09-26,5,13
487,4,35,9,0,2018-09-26,5,15
488,4,36,9,0,2018-09-26,12,3
489,4,36,9,0,2018-09-26,12,9
490,4,36,9,0,2018-09-26,17,25
491,5,38,10,0,2018-09-26,16,5
492,5,38,10,0,2018-09-26,4,13
493,5,38,10,0,2018-09-26,16,15
494,5,38,10,0,2018-09-26,10,19
495,5,39,10,0,2018-09-26,4,1
496,5,39,10,0,2018-09-26,4,5
497,5,39,10,0,2018-09-26,10,8
498,5,39,10,0,2018-09-26,12,12
499,5,39,10,0,2018-09-26,8,14
500,5,39,10,0,2018-09-26,2,15
501,5,39,10,0,2018-09-26,17,17
502,5,39,10,0,2018-09-26,7,21
503,5,39,10,0,2018-09-26,10,23
504,5,40,10,0,2018-09-26,7,3
505,5,40,10,0,2018-09-26,1,4
506,5,41,10,0,2018-09-26,10,1
507,5,41,10,0,2018-09-26,2,2
508,5,41,10,0,2018-09-26,9,8
509,5,41,10,0,2018-09-26,4,14
510,5,42,10,0,2018-09-26,18,2
511,5,42,10,0,2018-09-26,14,4
512,5,42,10,0,2018-09-26,5,6
513,5,42,10,0,2018-09-26,4,9
514,5,42,10,0,2018-09-26,18,13
515,5,42,10,0,2018-09-26,6,20
516,1,2,1,0,2018-09-27,3,1
517,1,2,1,0,2018-09-27,17,4
518,1,2,1,0,2018-09-27,10,5
519,1,2,1,0,2018-09-27,15,7
520,1,2,1,0,2018-09-27,7,10
521,1,2,1,0,2018-09-27,5,11
522,1,2,1,0,2018-09-27,6,20
523,1,2,1,0,2018-09-27,18,22
524,1,2,1,0,2018-09-27,15,23
525,1,3,1,0,2018-09-27,4,4
526,1,3,1,0,2018-09-27,12,10
527,1,3,1,0,2018-09-27,15,11
528,1,3,1,0,2018-09-27,10,13
529,1,3,1,0,2018-09-27,8,15
530,1,3,1,0,2018-09-27,5,16
531,1,3,1,0,2018-09-27,6,17
532,1,3,1,0,2018-09-27,10,19
533,1,3,1,0,2018-09-27,17,22
534,1,3,1,0,2018-09-27,14,23
535,1,3,1,0,2018-09-27,8,25
536,1,4,1,0,2018-09-27,17,10
537,1,4,1,0,2018-09-27,8,12
538,1,4,1,0,2018-09-27,2,17
539,1,4,1,0,2018-09-27,8,18
540,1,5,1,0,2018-09-27,14,6
541,1,5,1,0,2018-09-27,5,22
542,1,6,2,0,2018-09-27,9,2
543,1,6,2,0,2018-09-27,3,3
544,1,6,2,0,2018-09-27,14,4
545,1,6,2,0,2018-09-27,1,7
546,1,6,2,0,2018-09-27,11,13
547,1,6,2,0,2018-09-27,14,15
548,1,6,2,0,2018-09-27,9,16
549,1,6,2,0,2018-09-27,2,17
550,1,6,2,0,2018-09-27,15,19
551,1,6,2,0,2018-09-27,18,21
552,1,7,2,0,2018-09-27,14,7
553,1,8,2,0,2018-09-27,16,7
554,1,8,2,0,2018-09-27,10,10
555,2,9,3,0,2018-09-27,18,2
556,2,9,3,0,2018-09-27,14,3
557,2,9,3,0,2018-09-27,11,11
558,2,9,3,0,2018-09-27,5,15
559,2,9,3,0,2018-09-27,9,17
560,2,9,3,0,2018-09-27,7,21
561,2,9,3,0,2018-09-27,16,22
562,2,9,3,0,2018-09-27,9,23
563,2,9,3,0,2018-09-27,13,24
564,2,9,3,0,2018-09-27,15,25
565,2,10,3,0,2018-09-27,2,3
566,2,10,3,0,2018-09-27,12,4
567,2,10,3,0,2018-09-27,14,5
568,2,12,4,0,2018-09-27,8,1
569,2,12,4,0,2018-09-27,7,9
570,2,12,4,0,2018-09-27,15,11
571,2,12,4,0,2018-09-27,6,15
572,2,12,4,0,2018-09-27,12,16
573,2,12,4,0,2018-09-27,16,19
574,2,12,4,0,2018-09-27,8,20
575,2,12,4,0,2018-09-27,4,21
576,2,13,4,0,2018-09-27,9,3
577,2,13,4,0,2018-09-27,12,6
578,2,13,4,0,2018-09-27,18,7
579,2,13,4,0,2018-09-27,10,11
580,2,14,4,0,2018-09-27,4,3
581,2,14,4,0,2018-09-27,8,4
582,2,14,4,0,2018-09-27,10,7
583,2,14,4,0,2018-09-27,17,8
584,2,14,4,0,2018-09-27,7,10
585,2,14,4,0,2018-09-27,4,11
586,2,14,4,0,2018-09-27,9,14
587,2,14,4,0,2018-09-27,2,15
588,2,14,4,0,2018-09-27,2,17
589,2,14,4,0,2018-09-27,4,18
590,2,14,4,0,2018-09-27,13,19
591,2,14,4,0,2018-09-27,7,21
592,2,14,4,0,2018-09-27,4,22
593,2,15,4,0,2018-09-27,15,3
594,2,15,4,0,2018-09-27,8,8
595,2,16,4,0,2018-09-27,8,2
596,2,16,4,0,2018-09-27,13,3
597,2,16,4,0,2018-09-27,11,4
598,2,16,4,0,2018-09-27,13,6
599,2,17,4,0,2018-09-27,16,8
600,2,17,4,0,2018-09-27,12,9
601,2,17,4,0,2018-09-27,15,15
602,2,18,5,0,2018-09-27,16,4
603,2,18,5,0,2018-09-27,3,7
604,2,18,5,0,2018-09-27,14,14
605,2,18,5,0,2018-09-27,14,23
606,3,19,6,0,2018-09-27,9,1
607,3,19,6,0,2018-09-27,7,3
608,3,19,6,0,2018-09-27,17,4
609,3,19,6,0,2018-09-27,12,5
610,3,19,6,0,2018-09-27,7,7
611,3,19,6,0,2018-09-27,7,8
612,3,19,6,0,2018-09-27,17,13
613,3,19,6,0,2018-09-27,3,14
614,3,19,6,0,2018-09-27,13,16
615,3,19,6,0,2018-09-27,7,19
616,3,19,6,0,2018-09-27,15,24
617,3,20,6,0,2018-09-27,17,1
618,3,20,6,0,2018-09-27,16,4
619,3,20,6,0,2018-09-27,17,8
620,3,21,6,0,2018-09-27,9,2
621,3,22,6,0,2018-09-27,7,1
622,3,23,6,0,2018-09-27,16,5
623,3,23,6,0,2018-09-27,4,9
624,3,23,6,0,2018-09-27,17,11
625,3,23,6,0,2018-09-27,12,12
626,3,23,6,0,2018-09-27,18,14
627,3,23,6,0,2018-09-27,3,16
628,3,23,6,0,2018-09-27,13,17
629,3,23,6,0,2018-09-27,8,20
630,3,23,6,0,2018-09-27,16,21
631,3,24,7,0,2018-09-27,16,1
632,3,24,7,0,2018-09-27,17,3
633,3,24,7,0,2018-09-27,3,5
634,3,24,7,0,2018-09-27,18,6
635,3,24,7,0,2018-09-27,8,8
636,3,24,7,0,2018-09-27,6,10
637,3,24,7,0,2018-09-27,4,12
638,3,24,7,0,2018-09-27,15,13
639,3,24,7,0,2018-09-27,17,15
640,3,24,7,0,2018-09-27,17,19
641,3,24,7,0,2018-09-27,13,22
642,3,25,7,0,2018-09-27,2,1
643,3,25,7,0,2018-09-27,8,9
644,3,26,7,0,2018-09-27,4,2
645,3,26,7,0,2018-09-27,16,3
646,3,26,7,0,2018-09-27,17,5
647,3,26,7,0,2018-09-27,15,8
648,3,26,7,0,2018-09-27,18,10
649,3,26,7,0,2018-09-27,16,15
650,3,27,7,0,2018-09-27,7,3
651,3,28,8,0,2018-09-27,18,4
652,3,28,8,0,2018-09-27,3,5
653,3,28,8,0,2018-09-27,18,10
654,3,28,8,0,2018-09-27,17,11
655,3,29,8,0,2018-09-27,11,8
656,3,30,8,0,2018-09-27,7,7
657,3,30,8,0,2018-09-27,5,9
658,3,30,8,0,2018-09-27,18,10
659,3,32,8,0,2018-09-27,13,1
660,3,32,8,0,2018-09-27,18,2
661,3,32,8,0,2018-09-27,9,3
662,3,32,8,0,2018-09-27,13,4
