ad_clicks,impressions,campaign_id,dewPoint,humidity,windSpeed,apparentTemperatureLow,apparentTemperatureHigh
0,17,4,-0.31,0.6,5.04,-1.17,11.79
0,6,4,-0.31,0.6,5.04,-1.17,11.79
0,18,4,-0.31,0.6,5.04,-1.17,11.79
0,14,4,-0.31,0.6,5.04,-1.17,11.79
0,8,4,-0.31,0.6,5.04,-1.17,11.79
0,11,4,-0.31,0.6,5.04,-1.17,11.79
0,11,4,-0.31,0.6,5.04,-1.17,11.79
0,4,4,-0.31,0.6,5.04,-1.17,11.79
0,16,4,-0.31,0.6,5.04,-1.17,11.79
0,11,4,-0.31,0.6,5.04,-1.17,11.79
0,11,4,-0.31,0.6,5.04,-1.17,11.79
0,12,4,-0.31,0.6,5.04,-1.17,11.79
0,14,4,-0.31,0.6,5.04,-1.17,11.79
0,14,4,-0.31,0.6,5.04,-1.17,11.79
0,10,4,-0.31,0.6,5.04,-1.17,11.79
0,12,4,-0.31,0.6,5.04,-1.17,11.79
0,3,4,-0.31,0.6,5.04,-1.17,11.79
0,17,4,-0.31,0.6,5.04,-1.17,11.79
0,14,4,-0.31,0.6,5.04,-1.17,11.79
0,10,4,-0.31,0.6,5.04,-1.17,11.79
0,10,4,-0.31,0.6,5.04,-1.17,11.79
0,10,4,-0.31,0.6,5.04,-1.17,11.79
0,17,4,-0.31,0.6,5.04,-1.17,11.79
0,14,4,-0.31,0.6,5.04,-1.17,11.79
0,18,4,-0.31,0.6,5.04,-1.17,11.79
0,16,4,-0.31,0.6,5.04,-1.17,11.79
0,7,5,-0.31,0.6,5.04,-1.17,11.79
0,12,5,-0.31,0.6,5.04,-1.17,11.79
0,7,5,-0.31,0.6,5.04,-1.17,11.79
0,16,5,-0.31,0.6,5.04,-1.17,11.79
0,4,5,-0.31,0.6,5.04,-1.17,11.79
0,6,6,-0.31,0.6,5.04,-1.17,11.79
0,16,6,-0.31,0.6,5.04,-1.17,11.79
0,13,6,-0.31,0.6,5.04,-1.17,11.79
0,14,6,-0.31,0.6,5.04,-1.17,11.79
0,15,6,-0.31,0.6,5.04,-1.17,11.79
0,15,6,-0.31,0.6,5.04,-1.17,11.79
0,8,6,-0.31,0.6,5.04,-1.17,11.79
0,5,6,-0.31,0.6,5.04,-1.17,11.79
0,13,6,-0.31,0.6,5.04,-1.17,11.79
0,1,6,-0.31,0.6,5.04,-1.17,11.79
0,12,6,-0.31,0.6,5.04,-1.17,11.79
0,1,6,-0.31,0.6,5.04,-1.17,11.79
0,8,6,-0.31,0.6,5.04,-1.17,11.79
0,3,6,-0.31,0.6,5.04,-1.17,11.79
0,16,6,-0.31,0.6,5.04,-1.17,11.79
0,5,6,-0.31,0.6,5.04,-1.17,11.79
0,12,6,-0.31,0.6,5.04,-1.17,11.79
0,12,6,-0.31,0.6,5.04,-1.17,11.79
0,7,6,-0.31,0.6,5.04,-1.17,11.79
0,3,6,-0.31,0.6,5.04,-1.17,11.79
0,4,7,-0.31,0.6,5.04,-1.17,11.79
0,7,7,-0.31,0.6,5.04,-1.17,11.79
0,4,7,-0.31,0.6,5.04,-1.17,11.79
0,6,7,-0.31,0.6,5.04,-1.17,11.79
0,11,7,-0.31,0.6,5.04,-1.17,11.79
0,16,7,-0.31,0.6,5.04,-1.17,11.79
0,10,7,-0.31,0.6,5.04,-1.17,11.79
0,13,7,-0.31,0.6,5.04,-1.17,11.79
0,16,7,-0.31,0.6,5.04,-1.17,11.79
0,16,7,-0.31,0.6,5.04,-1.17,11.79
0,7,7,-0.31,0.6,5.04,-1.17,11.79
0,10,7,-0.31,0.6,5.04,-1.17,11.79
0,13,7,-0.31,0.6,5.04,-1.17,11.79
0,14,7,-0.31,0.6,5.04,-1.17,11.79
0,17,7,-0.31,0.6,5.04,-1.17,11.79
0,12,8,-0.31,0.6,5.04,-1.17,11.79
0,16,8,-0.31,0.6,5.04,-1.17,11.79
0,4,8,-0.31,0.6,5.04,-1.17,11.79
0,6,8,-0.31,0.6,5.04,-1.17,11.79
0,18,8,-0.31,0.6,5.04,-1.17,11.79
0,3,8,-0.31,0.6,5.04,-1.17,11.79
0,2,8,-0.31,0.6,5.04,-1.17,11.79
0,18,8,-0.31,0.6,5.04,-1.17,11.79
0,17,8,-0.31,0.6,5.04,-1.17,11.79
0,5,8,-0.31,0.6,5.04,-1.17,11.79
0,16,8,-0.31,0.6,5.04,-1.17,11.79
0,8,8,-0.31,0.6,5.04,-1.17,11.79
0,2,8,-0.31,0.6,5.04,-1.17,11.79
0,12,8,-0.31,0.6,5.04,-1.17,11.79
0,18,8,-0.31,0.6,5.04,-1.17,11.79
0,3,8,-0.31,0.6,5.04,-1.17,11.79
0,3,8,-0.31,0.6,5.04,-1.17,11.79
0,5,8,-0.31,0.6,5.04,-1.17,11.79
0,18,8,-0.31,0.6,5.04,-1.17,11.79
0,16,8,-0.31,0.6,5.04,-1.17,11.79
0,8,8,-0.31,0.6,5.04,-1.17,11.79
0,13,8,-0.31,0.6,5.04,-1.17,11.79
0,4,9,-0.31,0.6,5.04,-1.17,11.79
0,6,9,-0.31,0.6,5.04,-1.17,11.79
0,12,9,-0.31,0.6,5.04,-1.17,11.79
0,18,9,-0.31,0.6,5.04,-1.17,11.79
0,11,9,-0.31,0.6,5.04,-1.17,11.79
0,16,9,-0.31,0.6,5.04,-1.17,11.79
0,15,9,-0.31,0.6,5.04,-1.17,11.79
0,16,9,-0.31,0.6,5.04,-1.17,11.79
0,6,9,-0.31,0.6,5.04,-1.17,11.79
0,11,9,-0.31,0.6,5.04,-1.17,11.79
0,14,9,-0.31,0.6,5.04,-1.17,11.79
0,5,9,-0.31,0.6,5.04,-1.17,11.79
0,2,9,-0.31,0.6,5.04,-1.17,11.79
0,10,9,-0.31,0.6,5.04,-1.17,11.79
0,10,9,-0.31,0.6,5.04,-1.17,11.79
0,12,9,-0.31,0.6,5.04,-1.17,11.79
0,4,9,-0.31,0.6,5.04,-1.17,11.79
0,11,9,-0.31,0.6,5.04,-1.17,11.79
0,3,9,-0.31,0.6,5.04,-1.17,11.79
0,10,9,-0.31,0.6,5.04,-1.17,11.79
0,10,9,-0.31,0.6,5.04,-1.17,11.79
0,5,10,-0.31,0.6,5.04,-1.17,11.79
0,2,10,-0.31,0.6,5.04,-1.17,11.79
0,9,10,-0.31,0.6,5.04,-1.17,11.79
0,2,10,-0.31,0.6,5.04,-1.17,11.79
0,5,10,-0.31,0.6,5.04,-1.17,11.79
0,4,10,-0.31,0.6,5.04,-1.17,11.79
0,2,10,-0.31,0.6,5.04,-1.17,11.79
0,10,10,-0.31,0.6,5.04,-1.17,11.79
0,15,10,-0.31,0.6,5.04,-1.17,11.79
0,14,10,-0.31,0.6,5.04,-1.17,11.79
0,12,10,-0.31,0.6,5.04,-1.17,11.79
0,18,10,-0.31,0.6,5.04,-1.17,11.79
0,8,10,-0.31,0.6,5.04,-1.17,11.79
0,13,10,-0.31,0.6,5.04,-1.17,11.79
0,7,10,-0.31,0.6,5.04,-1.17,11.79
0,11,10,-0.31,0.6,5.04,-1.17,11.79
0,2,10,-0.31,0.6,5.04,-1.17,11.79
0,5,10,-0.31,0.6,5.04,-1.17,11.79
0,3,10,-0.31,0.6,5.04,-1.17,11.79
0,16,10,-0.31,0.6,5.04,-1.17,11.79
0,9,10,-0.31,0.6,5.04,-1.17,11.79
0,16,10,-0.31,0.6,5.04,-1.17,11.79
0,10,10,-0.31,0.6,5.04,-1.17,11.79
0,3,1,-0.21,0.58,5.7,5.73,12.1
0,18,1,-0.21,0.58,5.7,5.73,12.1
0,13,1,-0.21,0.58,5.7,5.73,12.1
0,4,1,-0.21,0.58,5.7,5.73,12.1
0,17,1,-0.21,0.58,5.7,5.73,12.1
0,3,1,-0.21,0.58,5.7,5.73,12.1
0,12,1,-0.21,0.58,5.7,5.73,12.1
0,2,1,-0.21,0.58,5.7,5.73,12.1
0,4,1,-0.21,0.58,5.7,5.73,12.1
0,8,1,-0.21,0.58,5.7,5.73,12.1
0,15,1,-0.21,0.58,5.7,5.73,12.1
0,14,1,-0.21,0.58,5.7,5.73,12.1
0,3,1,-0.21,0.58,5.7,5.73,12.1
0,17,1,-0.21,0.58,5.7,5.73,12.1
0,14,1,-0.21,0.58,5.7,5.73,12.1
0,14,1,-0.21,0.58,5.7,5.73,12.1
0,3,1,-0.21,0.58,5.7,5.73,12.1
0,18,1,-0.21,0.58,5.7,5.73,12.1
0,14,1,-0.21,0.58,5.7,5.73,12.1
0,5,1,-0.21,0.58,5.7,5.73,12.1
0,13,1,-0.21,0.58,5.7,5.73,12.1
0,3,1,-0.21,0.58,5.7,5.73,12.1
0,2,1,-0.21,0.58,5.7,5.73,12.1
0,17,1,-0.21,0.58,5.7,5.73,12.1
0,9,1,-0.21,0.58,5.7,5.73,12.1
0,11,1,-0.21,0.58,5.7,5.73,12.1
0,18,1,-0.21,0.58,5.7,5.73,12.1
0,15,2,-0.21,0.58,5.7,5.73,12.1
0,3,2,-0.21,0.58,5.7,5.73,12.1
0,10,2,-0.21,0.58,5.7,5.73,12.1
0,12,2,-0.21,0.58,5.7,5.73,12.1
0,13,2,-0.21,0.58,5.7,5.73,12.1
0,10,2,-0.21,0.58,5.7,5.73,12.1
0,8,2,-0.21,0.58,5.7,5.73,12.1
0,8,2,-0.21,0.58,5.7,5.73,12.1
0,7,2,-0.21,0.58,5.7,5.73,12.1
0,7,2,-0.21,0.58,5.7,5.73,12.1
0,7,2,-0.21,0.58,5.7,5.73,12.1
0,3,2,-0.21,0.58,5.7,5.73,12.1
0,7,2,-0.21,0.58,5.7,5.73,12.1
0,11,2,-0.21,0.58,5.7,5.73,12.1
0,17,3,-0.21,0.58,5.7,5.73,12.1
0,11,3,-0.21,0.58,5.7,5.73,12.1
0,14,3,-0.21,0.58,5.7,5.73,12.1
0,12,3,-0.21,0.58,5.7,5.73,12.1
0,12,3,-0.21,0.58,5.7,5.73,12.1
0,1,3,-0.21,0.58,5.7,5.73,12.1
0,14,3,-0.21,0.58,5.7,5.73,12.1
0,15,3,-0.21,0.58,5.7,5.73,12.1
0,2,3,-0.21,0.58,5.7,5.73,12.1
0,17,3,-0.21,0.58,5.7,5.73,12.1
0,3,3,-0.21,0.58,5.7,5.73,12.1
0,10,3,-0.21,0.58,5.7,5.73,12.1
0,16,4,-0.21,0.58,5.7,5.73,12.1
0,3,4,-0.21,0.58,5.7,5.73,12.1
0,1,4,-0.21,0.58,5.7,5.73,12.1
0,8,4,-0.21,0.58,5.7,5.73,12.1
0,9,4,-0.21,0.58,5.7,5.73,12.1
0,8,4,-0.21,0.58,5.7,5.73,12.1
0,4,4,-0.21,0.58,5.7,5.73,12.1
0,17,4,-0.21,0.58,5.7,5.73,12.1
0,9,4,-0.21,0.58,5.7,5.73,12.1
0,10,4,-0.21,0.58,5.7,5.73,12.1
0,18,4,-0.21,0.58,5.7,5.73,12.1
0,6,4,-0.21,0.58,5.7,5.73,12.1
0,5,4,-0.21,0.58,5.7,5.73,12.1
0,12,4,-0.21,0.58,5.7,5.73,12.1
0,7,4,-0.21,0.58,5.7,5.73,12.1
0,12,4,-0.21,0.58,5.7,5.73,12.1
0,13,4,-0.21,0.58,5.7,5.73,12.1
0,4,4,-0.21,0.58,5.7,5.73,12.1
0,14,4,-0.21,0.58,5.7,5.73,12.1
0,4,4,-0.21,0.58,5.7,5.73,12.1
0,13,4,-0.21,0.58,5.7,5.73,12.1
0,1,4,-0.21,0.58,5.7,5.73,12.1
0,7,4,-0.21,0.58,5.7,5.73,12.1
0,8,4,-0.21,0.58,5.7,5.73,12.1
0,16,4,-0.21,0.58,5.7,5.73,12.1
0,3,4,-0.21,0.58,5.7,5.73,12.1
0,16,5,-0.21,0.58,5.7,5.73,12.1
0,18,5,-0.21,0.58,5.7,5.73,12.1
0,13,5,-0.21,0.58,5.7,5.73,12.1
0,15,5,-0.21,0.58,5.7,5.73,12.1
0,18,5,-0.21,0.58,5.7,5.73,12.1
0,14,5,-0.21,0.58,5.7,5.73,12.1
0,5,5,-0.21,0.58,5.7,5.73,12.1
0,11,5,-0.21,0.58,5.7,5.73,12.1
0,15,6,-0.21,0.58,5.7,5.73,12.1
0,10,6,-0.21,0.58,5.7,5.73,12.1
0,12,6,-0.21,0.58,5.7,5.73,12.1
0,9,6,-0.21,0.58,5.7,5.73,12.1
0,2,6,-0.21,0.58,5.7,5.73,12.1
0,10,6,-0.21,0.58,5.7,5.73,12.1
0,8,6,-0.21,0.58,5.7,5.73,12.1
0,17,6,-0.21,0.58,5.7,5.73,12.1
0,8,6,-0.21,0.58,5.7,5.73,12.1
0,10,6,-0.21,0.58,5.7,5.73,12.1
0,16,6,-0.21,0.58,5.7,5.73,12.1
0,14,6,-0.21,0.58,5.7,5.73,12.1
0,18,6,-0.21,0.58,5.7,5.73,12.1
0,6,6,-0.21,0.58,5.7,5.73,12.1
0,2,6,-0.21,0.58,5.7,5.73,12.1
0,16,6,-0.21,0.58,5.7,5.73,12.1
0,17,6,-0.21,0.58,5.7,5.73,12.1
0,6,6,-0.21,0.58,5.7,5.73,12.1
0,12,7,-0.21,0.58,5.7,5.73,12.1
0,4,7,-0.21,0.58,5.7,5.73,12.1
0,10,7,-0.21,0.58,5.7,5.73,12.1
0,15,7,-0.21,0.58,5.7,5.73,12.1
0,7,7,-0.21,0.58,5.7,5.73,12.1
0,18,7,-0.21,0.58,5.7,5.73,12.1
0,6,7,-0.21,0.58,5.7,5.73,12.1
0,9,7,-0.21,0.58,5.7,5.73,12.1
0,6,7,-0.21,0.58,5.7,5.73,12.1
0,17,7,-0.21,0.58,5.7,5.73,12.1
0,16,7,-0.21,0.58,5.7,5.73,12.1
0,6,7,-0.21,0.58,5.7,5.73,12.1
0,18,7,-0.21,0.58,5.7,5.73,12.1
0,5,7,-0.21,0.58,5.7,5.73,12.1
0,9,7,-0.21,0.58,5.7,5.73,12.1
0,6,7,-0.21,0.58,5.7,5.73,12.1
0,4,7,-0.21,0.58,5.7,5.73,12.1
0,7,7,-0.21,0.58,5.7,5.73,12.1
0,4,8,-0.21,0.58,5.7,5.73,12.1
0,17,8,-0.21,0.58,5.7,5.73,12.1
0,3,8,-0.21,0.58,5.7,5.73,12.1
0,10,8,-0.21,0.58,5.7,5.73,12.1
0,10,8,-0.21,0.58,5.7,5.73,12.1
0,13,8,-0.21,0.58,5.7,5.73,12.1
0,14,8,-0.21,0.58,5.7,5.73,12.1
0,17,8,-0.21,0.58,5.7,5.73,12.1
0,10,8,-0.21,0.58,5.7,5.73,12.1
0,17,8,-0.21,0.58,5.7,5.73,12.1
0,3,8,-0.21,0.58,5.7,5.73,12.1
0,8,8,-0.21,0.58,5.7,5.73,12.1
0,13,8,-0.21,0.58,5.7,5.73,12.1
0,8,8,-0.21,0.58,5.7,5.73,12.1
0,17,8,-0.21,0.58,5.7,5.73,12.1
0,18,8,-0.21,0.58,5.7,5.73,12.1
0,16,8,-0.21,0.58,5.7,5.73,12.1
0,9,9,-0.21,0.58,5.7,5.73,12.1
0,15,9,-0.21,0.58,5.7,5.73,12.1
0,10,9,-0.21,0.58,5.7,5.73,12.1
0,15,9,-0.21,0.58,5.7,5.73,12.1
0,4,9,-0.21,0.58,5.7,5.73,12.1
0,8,9,-0.21,0.58,5.7,5.73,12.1
0,13,9,-0.21,0.58,5.7,5.73,12.1
0,12,9,-0.21,0.58,5.7,5.73,12.1
0,5,9,-0.21,0.58,5.7,5.73,12.1
0,15,9,-0.21,0.58,5.7,5.73,12.1
0,8,9,-0.21,0.58,5.7,5.73,12.1
0,10,9,-0.21,0.58,5.7,5.73,12.1
0,2,10,-0.21,0.58,5.7,5.73,12.1
0,1,10,-0.21,0.58,5.7,5.73,12.1
0,14,10,-0.21,0.58,5.7,5.73,12.1
0,13,10,-0.21,0.58,5.7,5.73,12.1
0,17,10,-0.21,0.58,5.7,5.73,12.1
0,2,10,-0.21,0.58,5.7,5.73,12.1
0,16,10,-0.21,0.58,5.7,5.73,12.1
0,5,10,-0.21,0.58,5.7,5.73,12.1
0,9,10,-0.21,0.58,5.7,5.73,12.1
0,14,10,-0.21,0.58,5.7,5.73,12.1
0,17,10,-0.21,0.58,5.7,5.73,12.1
0,14,10,-0.21,0.58,5.7,5.73,12.1
0,6,10,-0.21,0.58,5.7,5.73,12.1
0,10,10,-0.21,0.58,5.7,5.73,12.1
0,17,10,-0.21,0.58,5.7,5.73,12.1
0,16,10,-0.21,0.58,5.7,5.73,12.1
0,5,10,-0.21,0.58,5.7,5.73,12.1
0,7,10,-0.21,0.58,5.7,5.73,12.1
0,16,10,-0.21,0.58,5.7,5.73,12.1
0,14,10,-0.21,0.58,5.7,5.73,12.1
0,8,10,-0.21,0.58,5.7,5.73,12.1
0,10,10,-0.21,0.58,5.7,5.73,12.1
0,5,10,-0.21,0.58,5.7,5.73,12.1
0,15,10,-0.21,0.58,5.7,5.73,12.1
0,14,10,-0.21,0.58,5.7,5.73,12.1
0,2,10,-0.21,0.58,5.7,5.73,12.1
0,18,10,-0.21,0.58,5.7,5.73,12.1
0,2,10,-0.21,0.58,5.7,5.73,12.1
0,14,10,-0.21,0.58,5.7,5.73,12.1
0,10,10,-0.21,0.58,5.7,5.73,12.1
0,5,10,-0.21,0.58,5.7,5.73,12.1
0,18,1,8.51,0.82,6.83,5.6,15.98
0,15,1,8.51,0.82,6.83,5.6,15.98
0,2,1,8.51,0.82,6.83,5.6,15.98
0,13,1,8.51,0.82,6.83,5.6,15.98
0,12,1,8.51,0.82,6.83,5.6,15.98
0,4,1,8.51,0.82,6.83,5.6,15.98
0,2,1,8.51,0.82,6.83,5.6,15.98
0,17,1,8.51,0.82,6.83,5.6,15.98
0,15,1,8.51,0.82,6.83,5.6,15.98
0,8,1,8.51,0.82,6.83,5.6,15.98
0,4,1,8.51,0.82,6.83,5.6,15.98
0,4,1,8.51,0.82,6.83,5.6,15.98
0,9,1,8.51,0.82,6.83,5.6,15.98
0,12,1,8.51,0.82,6.83,5.6,15.98
0,4,1,8.51,0.82,6.83,5.6,15.98
0,6,1,8.51,0.82,6.83,5.6,15.98
0,11,1,8.51,0.82,6.83,5.6,15.98
0,5,1,8.51,0.82,6.83,5.6,15.98
0,13,1,8.51,0.82,6.83,5.6,15.98
0,8,1,8.51,0.82,6.83,5.6,15.98
0,14,1,8.51,0.82,6.83,5.6,15.98
0,18,1,8.51,0.82,6.83,5.6,15.98
0,10,2,8.51,0.82,6.83,5.6,15.98
0,3,2,8.51,0.82,6.83,5.6,15.98
0,7,2,8.51,0.82,6.83,5.6,15.98
0,17,2,8.51,0.82,6.83,5.6,15.98
0,9,2,8.51,0.82,6.83,5.6,15.98
0,2,2,8.51,0.82,6.83,5.6,15.98
0,14,2,8.51,0.82,6.83,5.6,15.98
0,4,2,8.51,0.82,6.83,5.6,15.98
0,2,2,8.51,0.82,6.83,5.6,15.98
0,3,2,8.51,0.82,6.83,5.6,15.98
0,9,2,8.51,0.82,6.83,5.6,15.98
0,14,2,8.51,0.82,6.83,5.6,15.98
0,15,2,8.51,0.82,6.83,5.6,15.98
0,11,3,8.51,0.82,6.83,5.6,15.98
0,12,3,8.51,0.82,6.83,5.6,15.98
0,2,3,8.51,0.82,6.83,5.6,15.98
0,5,3,8.51,0.82,6.83,5.6,15.98
0,4,3,8.51,0.82,6.83,5.6,15.98
0,5,3,8.51,0.82,6.83,5.6,15.98
0,7,3,8.51,0.82,6.83,5.6,15.98
0,12,3,8.51,0.82,6.83,5.6,15.98
0,13,4,8.51,0.82,6.83,5.6,15.98
0,8,4,8.51,0.82,6.83,5.6,15.98
0,3,4,8.51,0.82,6.83,5.6,15.98
0,15,4,8.51,0.82,6.83,5.6,15.98
0,13,4,8.51,0.82,6.83,5.6,15.98
0,4,4,8.51,0.82,6.83,5.6,15.98
0,4,4,8.51,0.82,6.83,5.6,15.98
0,5,4,8.51,0.82,6.83,5.6,15.98
0,2,4,8.51,0.82,6.83,5.6,15.98
0,18,4,8.51,0.82,6.83,5.6,15.98
0,12,4,8.51,0.82,6.83,5.6,15.98
0,8,4,8.51,0.82,6.83,5.6,15.98
0,3,4,8.51,0.82,6.83,5.6,15.98
0,10,4,8.51,0.82,6.83,5.6,15.98
0,12,4,8.51,0.82,6.83,5.6,15.98
0,5,5,8.51,0.82,6.83,5.6,15.98
0,18,5,8.51,0.82,6.83,5.6,15.98
0,16,5,8.51,0.82,6.83,5.6,15.98
0,2,5,8.51,0.82,6.83,5.6,15.98
0,2,5,8.51,0.82,6.83,5.6,15.98
0,17,5,8.51,0.82,6.83,5.6,15.98
0,10,6,8.51,0.82,6.83,5.6,15.98
0,5,6,8.51,0.82,6.83,5.6,15.98
0,9,6,8.51,0.82,6.83,5.6,15.98
0,12,6,8.51,0.82,6.83,5.6,15.98
0,2,6,8.51,0.82,6.83,5.6,15.98
0,4,6,8.51,0.82,6.83,5.6,15.98
0,17,6,8.51,0.82,6.83,5.6,15.98
0,11,6,8.51,0.82,6.83,5.6,15.98
0,17,6,8.51,0.82,6.83,5.6,15.98
0,4,6,8.51,0.82,6.83,5.6,15.98
0,2,6,8.51,0.82,6.83,5.6,15.98
0,13,6,8.51,0.82,6.83,5.6,15.98
0,10,6,8.51,0.82,6.83,5.6,15.98
0,17,7,8.51,0.82,6.83,5.6,15.98
0,9,7,8.51,0.82,6.83,5.6,15.98
0,4,7,8.51,0.82,6.83,5.6,15.98
0,12,7,8.51,0.82,6.83,5.6,15.98
0,14,7,8.51,0.82,6.83,5.6,15.98
0,4,7,8.51,0.82,6.83,5.6,15.98
0,15,7,8.51,0.82,6.83,5.6,15.98
0,14,7,8.51,0.82,6.83,5.6,15.98
0,6,7,8.51,0.82,6.83,5.6,15.98
0,13,7,8.51,0.82,6.83,5.6,15.98
0,18,7,8.51,0.82,6.83,5.6,15.98
0,12,7,8.51,0.82,6.83,5.6,15.98
0,13,7,8.51,0.82,6.83,5.6,15.98
0,8,7,8.51,0.82,6.83,5.6,15.98
0,17,7,8.51,0.82,6.83,5.6,15.98
0,5,7,8.51,0.82,6.83,5.6,15.98
0,10,7,8.51,0.82,6.83,5.6,15.98
0,18,7,8.51,0.82,6.83,5.6,15.98
0,3,7,8.51,0.82,6.83,5.6,15.98
0,8,7,8.51,0.82,6.83,5.6,15.98
0,13,7,8.51,0.82,6.83,5.6,15.98
0,17,7,8.51,0.82,6.83,5.6,15.98
0,14,7,8.51,0.82,6.83,5.6,15.98
0,6,7,8.51,0.82,6.83,5.6,15.98
0,12,7,8.51,0.82,6.83,5.6,15.98
0,16,7,8.51,0.82,6.83,5.6,15.98
0,2,7,8.51,0.82,6.83,5.6,15.98
0,11,7,8.51,0.82,6.83,5.6,15.98
0,9,8,8.51,0.82,6.83,5.6,15.98
0,11,8,8.51,0.82,6.83,5.6,15.98
0,15,8,8.51,0.82,6.83,5.6,15.98
0,11,8,8.51,0.82,6.83,5.6,15.98
0,6,8,8.51,0.82,6.83,5.6,15.98
0,13,8,8.51,0.82,6.83,5.6,15.98
0,13,8,8.51,0.82,6.83,5.6,15.98
0,19,8,8.51,0.82,6.83,5.6,15.98
0,16,8,8.51,0.82,6.83,5.6,15.98
0,5,8,8.51,0.82,6.83,5.6,15.98
0,14,8,8.51,0.82,6.83,5.6,15.98
0,7,8,8.51,0.82,6.83,5.6,15.98
0,3,8,8.51,0.82,6.83,5.6,15.98
0,4,8,8.51,0.82,6.83,5.6,15.98
0,5,8,8.51,0.82,6.83,5.6,15.98
0,6,8,8.51,0.82,6.83,5.6,15.98
0,11,8,8.51,0.82,6.83,5.6,15.98
0,9,9,8.51,0.82,6.83,5.6,15.98
0,5,9,8.51,0.82,6.83,5.6,15.98
0,5,9,8.51,0.82,6.83,5.6,15.98
0,12,9,8.51,0.82,6.83,5.6,15.98
0,12,9,8.51,0.82,6.83,5.6,15.98
0,17,9,8.51,0.82,6.83,5.6,15.98
0,16,10,8.51,0.82,6.83,5.6,15.98
0,4,10,8.51,0.82,6.83,5.6,15.98
0,16,10,8.51,0.82,6.83,5.6,15.98
0,10,10,8.51,0.82,6.83,5.6,15.98
0,4,10,8.51,0.82,6.83,5.6,15.98
0,4,10,8.51,0.82,6.83,5.6,15.98
0,10,10,8.51,0.82,6.83,5.6,15.98
0,12,10,8.51,0.82,6.83,5.6,15.98
0,8,10,8.51,0.82,6.83,5.6,15.98
0,2,10,8.51,0.82,6.83,5.6,15.98
0,17,10,8.51,0.82,6.83,5.6,15.98
0,7,10,8.51,0.82,6.83,5.6,15.98
0,10,10,8.51,0.82,6.83,5.6,15.98
0,7,10,8.51,0.82,6.83,5.6,15.98
0,1,10,8.51,0.82,6.83,5.6,15.98
0,10,10,8.51,0.82,6.83,5.6,15.98
0,2,10,8.51,0.82,6.83,5.6,15.98
0,9,10,8.51,0.82,6.83,5.6,15.98
0,4,10,8.51,0.82,6.83,5.6,15.98
0,18,10,8.51,0.82,6.83,5.6,15.98
0,14,10,8.51,0.82,6.83,5.6,15.98
0,5,10,8.51,0.82,6.83,5.6,15.98
